967,0,2,1,2,1,2,1,2,2
0,1124,3,0,0,1,2,1,4,0
5,2,1008,3,1,0,4,4,5,0
0,0,6,990,0,0,0,6,3,5
1,0,2,1,959,0,6,3,1,9
3,0,1,9,1,861,4,2,7,4
6,3,2,1,4,4,933,0,5,0
1,3,6,4,0,0,0,1007,3,4
4,0,4,6,5,2,3,6,942,2
3,5,0,5,9,3,1,7,4,972
